Region,County,Title,Description,Latitude,Longitude,Tags 1,Tags 2,Website URL,Photo URL,Location
Capital-Saratoga,Albany County,Hudson River Way,"A pedestrian bridge connecting Albany's historic downtown to the Hudson River and Albany Riverfront Park.  Lamposts along the bridge explain Albany's history through a series of trompe l'oeil paintings, many depicting historic artifacts discovered in various excavations.",42.650256300000002,-73.750453399999998,Tours & Excursions,Walking tours,http://www.albany.org,http://iloveny.com/d3k/mem/Generic/9740/2405.jpg,"(42.650256300000002, -73.750453399999998)"
Capital-Saratoga,Albany County,Hunting Licenses,"For information about hunting licenses, contact the NYS Dept. of Environmental Conservation.",42.714126,-73.816301899999999,Water Adventures,Fishing,http://www.dec.ny.gov/permits/6094.html,,"(42.714126, -73.816301899999999)"
Capital-Saratoga,Albany County,Indian Ladder Farms,"Spend a day at the farm! Nature, fresh foods and the farm experience. Enjoy our seasonal pick-your-own strawberries, blueberries, raspberries, apples, local foods, unique gifts. Homemade pies & baked goods; Yellow Rock Café; Friendly farm animals, nature trails (Helderberg Escarpment); field trips and farm parties.",42.67754,-74.084969000000001,Animals|Local food and drinks|Restaurants|Tours & Excursions,Animals|Farm tours|Farmer's markets|Local food and drinks|Other/Specialty|Walking tours|You-pick,http://indianladderfarms.com,,"(42.67754, -74.084969000000001)"
Capital-Saratoga,Albany County,Jericho Drive-In Theatre,"Operating since 1956, one screen, old-fashioned style outdoor movie theater.  Enjoy the concession stands fresh hot popcorn and other treats.  First showtime is at 8:35 pm Fridays, Saturdays & Sundays.  New shows weekly.",42.615862700000001,-73.783272299999993,Amusements,Family entertainment,http://www.jerichodrive-in.com,,"(42.615862700000001, -73.783272299999993)"
Capital-Saratoga,Albany County,Lark Street,"Village in the City"" with over 30 restaurantseclectic shops & boutiquesand fine art venues with a mix of commercial & residential. Night lends to an eclectic blend of bars and nightclubs making this one of Albany's ""hot spots""appealing to a wide range of ages and lifestyles.""",42.654620000000001,-73.766015899999999,Agencies|Arts & Culture|History & Culture|Local food and drinks|Restaurants|See & Do|Shopping,American|Antiques|Architecture & Design|Art & Culture Museums|Arts & Crafts|Arts council|Asian|Crafts & Artisans|Dance|Galleries & Art spaces|Historical villages|Local food and drinks|Middle Eastern & African|Music|Other/Specialty|People & Cultures|Pub|Specialties|Specialty Shopping|Village Shops,http://www.larkstreet.org/,,"(42.654620000000001, -73.766015899999999)"
Capital-Saratoga,Albany County,Latham Factory Outlet Stores,Fashions for women and home at factory outlet prices.,42.761330000000001,-73.754952000000003,Shopping,,,,"(42.761330000000001, -73.754952000000003)"
Capital-Saratoga,Albany County,Malt River Brewing Company,Full service restaurant and brew pub featuring winning food and hand-crafted lagers.  Perfect ambiance for all types of functions.  Group tours available.  Children's menu available. (must call in advance to set up a tour).,42.738534000000001,-73.761604000000005,Local food and drinks|Restaurants|Tour Operators,American|Breweries|Tour operators,http://www.maltriver.com,,"(42.738534000000001, -73.761604000000005)"
Capital-Saratoga,Albany County,Mill Road Acres Golf Course,"18 holes, 3025 yards, par 58",42.766987999999998,-73.795715000000001,Land Adventures,Golf Private,http://www.millroadacres.com/mra/golfcourse.html,,"(42.766987999999998, -73.795715000000001)"
Capital-Saratoga,Albany County,New York Giants Football Training Camp,"Begins July 27th, admission to practice free. Call for schedule.",42.686173699999998,-73.823962199999997,Sports & Gaming,Sports teams,http://www.Albany.edu/sports,http://iloveny.com/d3k/mem/Generic/2877/905.jpg,"(42.686173699999998, -73.823962199999997)"
Capital-Saratoga,Albany County,New York State Capitol,"National Historic Landmark. 1867-1899. Incorporates several styles of architecture, noted for intricate and elaborate carvings. Tours available. Visit site for times.",42.683708000000003,-73.809916000000001,History & Culture|Path Through History|Tours & Excursions,Historic sites|Walking tours,http://empirestateplaza.org,http://iloveny.com/d3k/mem/Generic/2895/910.jpg,"(42.683708000000003, -73.809916000000001)"
Capital-Saratoga,Albany County,New York State Executive Mansion,"Tour of Governor's residence on Thursdays at 10am, 11am & 12 pm. Reservation only, with 2 weeks advance notice. Tours are not offered during July & Aug.",42.646703299999999,-73.760063900000006,History & Culture,Historic sites,http://www.ogs.state.ny.us/plaza/CT/Tours/Mansion.asp,http://iloveny.com/d3k/mem/Generic/1972/573.jpg,"(42.646703299999999, -73.760063900000006)"
Capital-Saratoga,Albany County,New York State Museum (NYSM),"Features approximately 10 new exhibits each year along with favorites like the full-sized Iroquois longhouse. Hosts more than 750,000 visitors annually, making it one of the largest cultural & natural history attractions in NYS.",42.652579299999999,-73.756231700000001,Arts & Culture|History & Culture|InfoCenter (walk-in)|Information & Resources|Motorcoach Companies|Museums|Path Through History,Art & Culture Museums|Art & Culture Museums|Children's|Children's museums|Galleries & Art spaces|Historical|History & Culture|Other museums,http://www.nysm.nysed.gov,http://iloveny.com/d3k/mem/Generic/2903/915.jpg,"(42.652579299999999, -73.756231700000001)"
Capital-Saratoga,Albany County,NYS Dept. of Environmental Conservation,"Provides outdoor recreation information. Canoeing, hiking, campground & campground reservations.",42.714126,-73.816301899999999,Agencies|Land Adventures|Water Adventures,Hiking|Kayaking / Canoeing|State agency,http://www.dec.state.ny.us,,"(42.714126, -73.816301899999999)"
Capital-Saratoga,Albany County,NYS DOT - Bicycling & Pedestrian Programs,Provides information about bicycling & pedestrian resources in New York State.,42.698158999999997,-73.847819999999999,Land Adventures|Tours & Excursions,Bicycle Tours|Hiking,http://www.dot.state.ny.us/pubtrans/bphome.html,,"(42.698158999999997, -73.847819999999999)"
Capital-Saratoga,Albany County,Oneida Factory Store,"Excellent savings everyday on flatware, serveware, giftware & crystal.",42.7470225,-73.759008800000004,Shopping,,,,"(42.7470225, -73.759008800000004)"
Capital-Saratoga,Albany County,Orchard Creek Golf Course,"Rated one of the best public golf courses in New York by Golf Digest, Orchard Creek Golf Club offers the ideal mix of challenge and fun. Named in the 2011 Times Union Readers Golf Guide as the most scenic golf course in the area. Just a short drive from Albany in Altamont, NY: challenging golf, lessons, weddings, corporate events, and scenic dining.",42.721504000000003,-74.010531,Land Adventures|Restaurants,American|Golf Private|Golf Public,http://www.orchardcreek.com,,"(42.721504000000003, -74.010531)"
Capital-Saratoga,Albany County,OTB Tele-Theater Racing Center,"Dining, wagering complex, full bar, and sports entertainment.",42.676710700000001,-73.786191299999999,Restaurants|Sports & Gaming,American|Horse racetracks,http://www.capitalotb.com,,"(42.676710700000001, -73.786191299999999)"
Capital-Saratoga,Albany County,Palace Performing Arts Center,"Grand entertainment facility built during the Great Depression; diverse offering of musical performances, children’s events, classic movies on the big screen, & nostalgic acts fill each season.",42.654510999999999,-73.750174999999999,Arts & Culture|History & Culture|Path Through History,Dance|Film|Historic sites|Music|Other Performing Arts|Theater,http://www.palacealbany.com/,,"(42.654510999999999, -73.750174999999999)"
Capital-Saratoga,Albany County,Park Playhouse,"Free, outdoor summer theatre; 900-seat amphitheater faces the lake house presenting Broadway-style musicals every summer. Family-oriented atmosphere. Park Playhouse ll - Youth Theater program presents musicals for you audiences.",42.656244999999998,-73.771836100000002,Arts & Culture|Museums,Other Performing Arts|Performing Arts|Theater,http://www.parkplayhouse.com,http://iloveny.com/d3k/mem/Generic/3062/957.jpg,"(42.656244999999998, -73.771836100000002)"
Capital-Saratoga,Albany County,Peebles Island State Park,"158 acre park located at Mohawk and Hudson rivers. Enjoy walking, hiking, and picnicking. Open 7:30 til dusk.",42.763418100000003,-73.687196999999998,Land Adventures|Nature|Snow Adventures|Water Adventures,Fishing|Hiking|Skiing (XC)|State parks,http://www.nysparks.com,,"(42.763418100000003, -73.687196999999998)"
Capital-Saratoga,Albany County,Plaza Tours,"The Plaza Tour includes tours of The Egg, The Art Collection, Plaza Memorials and Corning Tower Observation Decl.  Photo ID required. Tours are Free of charge, M-F 11:00AM - 1:00PM, Tours are approximately 45-60 minutes long.",42.652579299999999,-73.756231700000001,Tour Operators|Tours & Excursions,Tour operators|Walking tours,http://www.ogs.state.ny.us/plaza,,"(42.652579299999999, -73.756231700000001)"
Capital-Saratoga,Albany County,Pruyn House,Nat'l Register. Pruyn House (1830s) is a connection to the Albany Dutch heritage.,42.731909299999998,-73.778684900000002,History & Culture|Tours & Excursions,Historic sites|Walking tours,http://www.colonie.org/pruyn/index.html,http://iloveny.com/d3k/mem/Generic/3145/967.jpg,"(42.731909299999998, -73.778684900000002)"
